"StationId","Name","Domain","Stipend","Location","Branches","Project Description","Reqd Skill Sets","Reqd Electives",
"4894","FamPay Pvt. Ltd. - Product(Bangalore)","Finance and Mgmt","15000","Bangalore","Any","PROJECT-1: Create various content for social media platforms like Instagram, Facebook, Pinterest etc. Create vector Illustrations when required for the app, media, etc Editing pictures and other visual content when required Develop and strengthen brand assets including style and brand guidelines Deliver high-quality, on-brand graphics to support a superior customer experience. Maintain a set of design best practices and guidelines to reduce and minimize production efforts Produce creative assets including graphics, templates, and layouts and visual standards for marketing activities across multiple channels. These include web, social media, events, email campaigns, and other activations. Turning ideas into visuals across media to communicate our brand to the users. Researching on latest design trends to create visuals for our brand. Solving the marketing and business problems through designing visuals by putting on your creative hats. Designing aesthetically pleasing creatives/animations while sticking to the brand guidelines consistently. Project domain Fintech Digital payments Skills: Prior internship experience with a startup or creative agency in graphic design/ animation related roles Understanding for the brand and brand consistency throughout Hustlers’ attitude and a knack for visual storytelling You have forte in Adobe Creative Suite: Photoshop, Illustrator, Premier Pro or similar tools A portfolio that showcases your stunning aesthetic sense Expected learning (in bullet points) A thing of beauty is a joy forever. And the design is the central pillar for our company. We are looking for a candidate with a &Double;Whatever it takes&Double; personality, who can create stunning visuals to tell stories that portray the brand and invite users to be a part of those stories.
PROJECT-2: Photographs can give a visual appeal to a whole brand. Photography has been a major factor in positioning brands like Apple for what they are today. If you are excited to create a brand of that status through your photography, this is the place. Visual content creation for the website, app, social media, events, etc Manage end-to-end photoshoot planning, photography, editing and delivery Lead product and brand photography for card, app, office and the team Work with agencies and production houses whenever required Creating in-house video content with creative team Setup guidelines, mood boards and brand campaigns for photography Project domain Fintech Digital payments Skills: 1 year of experience in photography and editing Understands and has a knack for lifestyle and product photography A portfolio that showcases stunning photography sense Hands on experience with in Lightroom, Photoshop, Illustrator, Premier Pro or similar tools Experience with handling all equipments for photography and videography Expected learning (in bullet points) Work directly with the founders, and get the best learning experience you can ask for in an internship.
PROJECT-3: Graduates and undergraduates from any background can apply No minimum experience Preference for students of formal design depts. Past internship experience in a startup is a plus -User research -Heuristic evaluation -Interaction design -Usability evaluation Project domain : Fintech Digital payments Skills: Well-organized, detail-oriented, ability to multi-task with great follow-up skills Strong written and verbal communication skills Proficient in Sketch Expected learning (in bullet points) Work directly with the founders, and get the best learning experience you can ask for in an internship.
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
",
"4989","Feyn Foods Private Limited(Hyderabad)","","15000","Hyderabad","","PROJECT-1: The project would require the intern to work on the following tasks: 1. Research and Recommend Potential New Products for Launch 2. Research and Recommend New Marketing Channels for Existing Products 3. Coordinating with Vendors for New Product Development Project domain New Product Development – Functional Foods Skills: Basic Excel Skills would be enough
","PROJECT-1: -
","PROJECT-1: -
",
"4875","Filmboard Movies Pvt. Ltd.(Mumbai)","Others","15000","Mumbai","Any","PROJECT-1: Community Building, Remote Recces, Collaborations/Alliances Project domain The projects will be assigned in 3 different functional areas – Operations, Marketing, Software Development Skills: For Software Development – PHP with Codeigniter, Android Development. For Operations/Marketing – Some exposure to social media marketing, blogging, vlogging, Content Marketing Good written and verbal communication in English Operations Research for Operations related projects. Great attitude, high energy • Operations in an omni-channel marketplace business • Creative problem solving • Consumer behavior • Growth Marketing • Scaling up in an early stage startup
","PROJECT-1: -
","PROJECT-1: -
",
"3076","Flipkart(Bangalore)","IT","50000","Bangalore","Any A1 , Any A2 , Any A3 , Any A4 , Any A5 , A1, A2, A3, A4, A5, A7, A8, AA, AB,","PROJECT-1: Student must be interested in the Business Development roles (it is not an analytics role) Project 1- Two Projects in Key Account Mgmt (KAM Role) - Business Development, Stakeholder Mgmt, Negotiation skills. Project 2- Category Planning: Understanding of consumer strategy, Expected Learning: Business Development, Stakeholder Mgmt, Negotiation skills, Understanding of consumer strategy, offer construct designing, on-site merchandising, marketing channel play, offer construct designing, on-site merchandising, marketing channel play.
","PROJECT-1: -
","PROJECT-1: -
",
"5070","FlipSpaces Technology Labs Pvt. Ltd.(Mumbai)","","7000","Mumbai","A1, A2, A3, A4, A7, A8, AA, AB, H149,","PROJECT-1: • Inbound and outbound calling to potential clients to generate business leads
","PROJECT-1: -
","PROJECT-1: -
",
"728","Flutura Innovations(Bangalore)","IT","15000","Bangalore","Any","PROJECT-1: Building a working prototype of an Industrial AI Vision Analytics application for impacting operational outcomes using Quantum computing framework
PROJECT-2: Develop Vision intelligence workflows using CNN and other techniques to mark anomalies and areas of interest in radiological, thermal & surveillance camera inputs Project Domain: Industrial AI Skills: Python, Neural Network, Image Processing, Hyperparameter Tuning
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: ARTIFICIAL INTELLIGENCE(-) , NEURAL NET & FUZZY LOGIC(-)
",
"4970","Flyboat(Hyderabad)","","10000","Hyderabad","Any","PROJECT-1: Flyboat is a nascent services firm focused on empowering entrepreneurs with informed decision making. We help early stage ventures raise and manage money. The firm currently offers financial advisory and collateral needed for capital syndication. The latter includes building sophisticated financial models and robust pitch decks for entrepreneurs looking for a fundraiser in near term. The firm is run by BITS Pilani graduates and CFA candidates with strong cross border experience.
","PROJECT-1: -
","PROJECT-1: -
",
"5014","Flying Homingos Private Limited(New Delhi)","","10000","New Delhi","Any","PROJECT-1: Optimize the operations workflow to reduce turnaround time and cost while maintaining the same final deliverable product Execute day-to-day operations work flow; understand vendor management
","PROJECT-1: -
","PROJECT-1: -
",
"4924","Founding Fuel(Mumbai)","Finance and Mgmt","","Mumbai","Any","PROJECT-1: • Helping delivering stunning pitch Presentations • Curating and Designing CEO engaging Learning Session • Data-driven storytelling - to make compelling cases for change • Making our communication on social media stand out • Helping us share phenomenal stories through influential research, video-edits, and well written content (we will publish with your name included) Project domain Entrepreneurship Skills: • Willingness to learn • General smartness and entrepreneurial mindset • Tenacity and ability to work hard and push boundaries Expected learning (in bullet points) • Business Development • Partnerships • Team Work • Leadership • Perspective Building
PROJECT-2: • Help deliver a phenomenal experience to for all our users • Engage with users first hand to identify pain points, opportunities and develop product strategy • Data Analytics to identify user behaviours • Liaising with Tech team to deploy product improvements • Optional: Help code the deployments (only if you know technical coding) Project domain Entrepreneurship Skills: • Willingness to learn • General smartness and entrepreneurial mindset • Tenacity and ability to work hard and push boundaries • Product Development User Interview • Team Work • Leadership • Perspective Building
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"3874","GenY medium(Hyderabad)","Finance and Mgmt","12000","Hyderabad","Any","PROJECT-1: Analytics related to Digital Marketing
","PROJECT-1: -
","PROJECT-1: -
",
"4871","Give Foundation(Bangalore)","Others","12000","Bangalore","Any","PROJECT-1: Work with the largest and most trusted donation platform and support the NGOs that are helping the under-privileged of our country. Skills: -1. Exposure to modern Javascript frameworks 2. Frontend javascript frameworks/libraries (React preferable) 3. NodeJS 4. Knowledge on building and consuming APIs 5. Databases: MongoDB (preferable) or PostgreSQL or even MySQL Expected learning (in bullet points) ? Build responsive user-facing web applications that are built with mobile and desktop in mind ? Get experience with medium to large-scale web applications ? Get solid understanding of interface design principles ? Learn deep understanding of React and it’s architecture ? Have experience in turning mockups and wireframes into elegantly executed code ? Identify customer pain points, come up with solutions, prototype, iterate and ship.
","PROJECT-1: -
","PROJECT-1: -
",
"5039","Glocol Networks(California)","","10000","California","A7, C6,","PROJECT-1: Develop, test and deploy IOT Technology, from various Sensors and SoCs to the Cloud on various IOT Platforms like Amazon AWS IOT, Microsoft AzureSphere and/or potentially Google Cloud; Develop AI and Machine Learning Algorithms on IOT data for intelligent analytics and recommendation solutions. Conduct Testing
PROJECT-2: Web developer requirements: - Front end web development - Angular/js or React/js - Understanding of Restful APIs and how to transact with them Product requirements (high level) - Authentication - Account management - Device management - Device configuration - Device scheduling
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"5053","Goodera(Bangalore)","","25000","Bangalore","AnyA7,","PROJECT-1: The key outputs of this project will be to – • Deploy Goodera enterprise product for clients • Building CSR templates into the product • SOPs , common errors documentation • Any other activity similar in nature
","PROJECT-1: -
","PROJECT-1: -
",
"3800","Goscale Technologies Pvt. Ltd. - IT(Bangalore)","IT","25000","Bangalore","A7,Any","PROJECT-1: We want to innovate the technical assessment process and make it easier for companies to evaluate candidates. Interview questions are critical to achieve the above-mentioned objectives whether it is algorithm/data structures or real-world problems. The program will roll out as follows 1. Identify / Create Problem: Students have to understand the algorithm/assessment ecosystem, identify or create problems and tag them to relevancy like what kind of problem, difficulty etc Solve the problem: Students have to solve the problem in 2-3 possible ways. The solution will be rated as per time/space complexity Project domain Computer Science Skills: OOPs concepts, Data structures and algorithms • Ready to get out of comfort zone • Eagerness to learn new technologies OOPs(good to have but not necessary), DSA(necessary) No • Candidates will have better understanding of corporate work. • Opportunity to work directly under some of the best engineers. • Timely performance evaluation of all the candidates Frequent brain storming sessions to keep them updated with latest technologies.
","PROJECT-1: -
","PROJECT-1: -
",
"445","Grasim Industries Ltd.(Nagda)","Chemical","10000","Nagda","A1,","PROJECT-1: The thrust area of the company is zero discharge in which the streams coming from spinning and after treatment plant and auixiliaries departments have to be recycled, reused so that the load at Effluent treatment plant can be reduced.
PROJECT-2: To suggest various design of hoods and also modify the existing exhaust system.
PROJECT-3: To study the existing status of instrumentation and process control and identify areas of automation, improved calibration and protecting instruments from environment.
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
",
"2811","Grasim Industries, Pulp and Fibre Division(Mumbai)","Chemical","17000","Mumbai","Any","PROJECT-1: Skill set: 1. Practitioner level skill in programming using computing packages R, Python, MATLAB etc. 2. Interested in working on Data Analytics problem from the manufacturing environment (Energy Optimization, Process Efficiency, Product Quality etc.) 3. Intermediate level knowledge of statistics – Random variables, Probability distributions, Regression etc. 4. Basic knowledge of Artificial Intelligence, machine learning techniques and signal processing (Not mandatory) 5. Practitioner level knowledge of programming in Big Data environment (Not mandatory)
","PROJECT-1: -
","PROJECT-1: -
",
"446","Grey Orange Robotics Pvt. Ltd.(New delhi)","Mechanical","20000","New delhi","A7,","PROJECT-1: Simulator is making a virtual setup of Robotics system and helps to simulate the whole solution Project domain Python , UI, Java Skills: Coding skills in above technologies Good communication Skills Algorithms and Data Structures Expected learning (in bullet points) 1. Real time Simulation of a Robotics system 2. Warehouse Execution System implementation
PROJECT-2: The pick team is the core team in butler software development and handles the outbound inventory in the warehouse using algorithms. Project domain Java, Python, GO Skills: Coding skills in above technologies Good communication Skills Algorithms and Data Structures Expected learning (in bullet points) He should be able to design, build, unit test and deploy highly complex solutions at scale in the highly dynamic environment. The person should be well versed in algorithms.
PROJECT-3: The put team is the core team in butler software development and handles the inbound inventory in the warehouse using algorithms. Project domain Java, Python, GO Skills: Coding skills in above technologies Good communication Skills Algorithms and Data Structures Expected learning (in bullet points) He should be able to design, build, unit test and deploy highly complex solutions at scale in the highly dynamic environment. The person should be well versed in algorithms.
PROJECT-4: Project domain React JS, Node JS, Angular and View JS Skills: Coding skills in above technologies Good communication Skills Expected learning (in bullet points) FullStack Development, Dashboard development
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
",
"3833","Groww - Software Development(Bangalore)","IT","51000","Bangalore","Any A7 , A7, H103,","PROJECT-1: Prerequisite: Excellent Problem - Solving Skills, Data Structures & Algorithms, Java, React Native, Core Android, iOS - Swift. a. We will get a chance to work on microservice building public APIs, which includes development and security audits and deployment on a cloud of the APIs end to end. b. Work on the API service layer and Infra pieces. c. End to End exposure to consumer product development cycle. d. Opportunity to work on front-end as well as Backend. e. Each line of your code will impact our customers Chance to work with CTO and Product Managers independently Best in class Start-Up Culture Part of fastest-growing fintech platform Flexible Working hours lead your area of expertise Build world-class products Awesome and Experienced Team Very High Chances of PPO
","PROJECT-1: Algorithm development , algorithm implementation , Algorithms , core android , Datastructure , iOS- Swift , Java , React Native , Problem Solver, Self-starter
","PROJECT-1: -
",
"1482","HCL Technologies(Noida)","Electronics","40000","Noida","A7, AA, H103,","PROJECT-1: Containerization, performance enhancement and enchmarking of 4G/5G core services and integration with MANO Project domain Wireless core Skills: Language: C/C++ OS: Linux, with exposure to transport layer and kernel modules Expected learning : Knowledge of cloud native/container technologies
","PROJECT-1: -
","PROJECT-1: -
",
"3238","HealthCubed - Onsite(Bangalore)","Health Care","25000","Bangalore","Any","PROJECT-1: Work with the product development team to elicit & understand their requirements and develop potential solutions / testing use cases Create and maintain manual test cases for medical device, Cloud portal and mobile applications Test case execution, reporting of bugs and analyzing test results
PROJECT-2: Assist with literature search Conduct biochemical assays and optimize the protocol Document the assay results Students from the final or pre-final years from the Biotechnology departments can apply Excellent verbal and written communication skills. Basic knowledge of mechanisms of enzymatic reactions is needed Laboratory experience desirable
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"4858","HealthRx by Bajaj Finserv Health Ltd.(Pune)","IT","50000","Pune","A3, A7, AA,","PROJECT-1: Developing a doctor facing App for digitizing practice management and tele-consultations. Project domain Software Application Development Skills: Full stack developer Java Rest Framework, Node JS, ReactJS, MongoDB and mySQL Cloud, DevOPs fundamentals Coding fundamentals Production level code development
PROJECT-2: Use of Analytics to study health data from partners and derive data insights Project domain Data analytics and ML Skills: Python, Django, Power BI Statistics, Azure ML AI and ML courses and projects Model Development, Data insight
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"5024","HelloThinkster(Bangalore)","","30000","Bangalore","Any","PROJECT-1: - Familiarity with SEO/Digital Marketing trends - Aptitude for writing, good written and verbal communication skills in good grammatically correct English - Data analytics course work - Understanding of various social media channels like FB/Instagram/TikTok - Candidates will help with SEO of webpages in US, UK, India.
PROJECT-2: - Good familiarity with SQL, Python, Database set up and analysis skills - Candidates will help with structuring and tagging underlying content/curriculum to enable them to be used for supporting AI/ML frameworks. He/She will also be responsible for working with our engineering team to assist them with development and testing of AI/ML models. - This role will entail some database clean-up to curate the data and make DBs ready for AI/ML models to consume data.
PROJECT-3: - Good familiarity with DB skills - Understands BI tools - Familiarity with Google DialogFlow or similar chatbot - The candidate will work with Google AI Chatbot to optimize and improve relevancy of AI responses to users. Will use tools like Chatbase.io to do analysis of responses. - The candidate will also help develop specific use case driven new AI Chatbots.
PROJECT-4: - Candidate with knowledge and interest in the following technology stack - Technology stack: Javascript, CSS, HTML, Frontend frameworks(React/Angular/Vue), Nodejs, Mysql - Candidates will work with senior engineers at the company and assist with product development - Products being built are at the cutting edge of new product development globally and candidates will have first-hand exposure to working in a fast-paced high growth start-up.
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
",
"4827","Heraizen Technologies Pvt Ltd(Bangalore)","IT","10000","Bangalore","A1, A2, A3, A4, A7, A8, AA, AB,","PROJECT-1: The interns will be taken through an intense 4 weeks skill-upgradation phase. Following that, they will be working on complex and challenging Analytics problem statements (Descriptive Analytics) over the remaining 4.5 months. Project domain: Analytics in Education domain Skills: 1. Good knowledge of programming in Python (preferred) 2. HTML, CSS, Angular JS 1. Keen interest to work in Data Analytics 2. Ability to work hard 3. Fast learners 4. Good in communication 5. Must have “Can do” attitude 6. Ability to work with minimum supervision Any course on Data Science is an added advantage 1. Must possess a personal laptop computer with 16 GB RAM 2. Good and reliable internet connectivity UI Skills 1. HTML, CSS 2. Angular 9 3. Bootstrap Analytics Skills 1. Python 2. MongoDB 3. Anaconda 4. Numpy 5. Matplotlib 6. Pandas 7. Scikit 8. Seaborn
","PROJECT-1: -
","PROJECT-1: -
",
"3406","Hevo Technologies India Pvt. Ltd.(Bangalore)","IT","65000","Bangalore","A7,Any A7 ,","PROJECT-1: Hevo is a fully distributed massively parallel data integration platform. Interns will be working on expanding and scaling the platform to 1 Trillion records/month. Each one of them will work with one of our senior engineers to build systems using technologies like Java, Kafka, MySQL, Redis among others. Hevo is used by users in more than 30 countries across the world. During the internship, they will learn how to build and deploy mission-critical software at scale, they will also learn to think about design tradeoffs, scalability, redundancy, and stability of software applications. It is a unique opportunity to experience a world-class engineering team building software at breakneck speed. Interns who do well during the internship will be eligible for a PPO post-internship. Project domain Distributed Systems Skills: Strong knowledge of Data Structures, Algorithms, advanced coding, OOPS, Operating Systems and Networks Fluent communication
","PROJECT-1: -
","PROJECT-1: -
",
"5081","Hindustan Times - (Delhi)","","25000","Delhi","Any","PROJECT-1: Engg builds new pipelines of data streams into the content platform. Also to enrich content structure with NLP(Natural Language Processing),NLG(Natural Language Generation) algorithms.
PROJECT-2: Engg builds new Machine Learning models to build and drive Personalization implementation and optimizes the existing algorithms .
PROJECT-3: Engg works with the current implementations on Magento Ecommerce Platform and codes on building further feature sets and releases.
PROJECT-4: Engg works with the current implementations on React native interface for Mobile app&apos;s and building further feature sets and releases.
PROJECT-5: Develop an predictive model for predicting the return of equity and mutual funds across different time periods. In order create the model, the student must study multiple different predictive models and algorithms, record their effectiveness, and test the veracity of the final recommended model with justification.
PROJECT-6: Build a solution that can receive images as inputs, search it over the internet, retrieve required information (collected and cleaned from various sources) and identify the recipe/food name
PROJECT-7: Develop a model that identifies real news vs fake news. Build an AI model to learn the fact checking behavior of people and become autonomous on its own
PROJECT-8: Build a mobile based CMS system that can be used by jouranlists, field reporters on the go. The news reported by them will be published on a website. This will allow breaking news to reach internet faster.
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
PROJECT-5: -
PROJECT-6: -
PROJECT-7: -
PROJECT-8: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
PROJECT-5: -
PROJECT-6: -
PROJECT-7: -
PROJECT-8: -
",
"5045","HISP India(Noida)","","10000","Noida","A7,","PROJECT-1: -
","PROJECT-1: -
","PROJECT-1: -
",
"4910","Holy Cow Productions(Bangalore)","","15000","Bangalore","Any","PROJECT-1: A PC game built using the Unity3D engine with the provided assets. Expected Outcome - Development of games using unity. • Programming in C# and C++.
","PROJECT-1: -
","PROJECT-1: -
",
"5074","Honc. In - Revised (Hyderabad)","","6000","Hyderabad","Any","PROJECT-1: ---
","PROJECT-1: -
","PROJECT-1: -
",
"4941","Honc.io (Hyderabad)","","12000","Hyderabad","Any","PROJECT-1: We launched the product into the market y’day and saw great traction. We need hands on folks who can come in and build on top of the MVP. Skills: MERN stack hands on expertise Communication and aptitude to learn. Expected learning (in bullet points) • Complete product development. • Fast pace working environment • First hand learning of developing the market. • Working in a startup at an early stage.
PROJECT-2: Please see the problem bank details of Honc.in
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"455","Hourglass Research(Mumbai)","Electronics","20000","Mumbai","A3, A8,","PROJECT-1: Exposure to various IP related projects such as infringement analysis, landscape analysis, and patentability searches Student requirement - Mumbai - 1 / Bangalore -1
","PROJECT-1: Cloud Computing , Data structures and algorithms , Networking technology
","PROJECT-1: -
",
"5025","I Tools Info Pvt Ltd(Hyderabad)","","7000","Hyderabad","A7, H103, H112,","PROJECT-1: SPLessons, SPNotifier and Test Prep (SPTestPrep - Yet To be Released). Skill Set: Java, Spring Frameworks, Data Structures & Algorithms, Web Technologies
","PROJECT-1: -
","PROJECT-1: -
",
"4223","i-exceed Technology Solutions(Bangalore)","IT","24000","Bangalore","A3, A7, A8, AA, B4,","PROJECT-1: Build Machine Learning models for banking products Understand the ML model to improve the accuracy of the ML Model. Project is to build a tool to understand the insights within the ML model like the features that are given more importance, relation between the features and additional details. This insight shall be used to fine-tune the ML model for better accuracy. Skills: Python, Java. Basic conceptual knowledge of AI/ML Good oral and written communication skills Python or similar programming language (used in ML algorithms) is necessary • ML concepts in an industry context • Validation of theoretical model with real customer data • Enterprise software release & product management experience
PROJECT-2: Build an AI-based tool to automatically build mobile app screens using image processing Currently our platform Appzillon provides a drag and drop designer tool for UI/UX developers to design web and mobile screens. We want to auto-create the screens using an AI model from the screen designer. This involves image pre-processing, classifier to identify the list of objects in the design, identification of the size of each object and retrieve other properties from the design. Using the objects and the associated properties, automatically create the Appzillon screen meta data, which can be used by the user to enhance it further. Skills: Python, Java. Javascript knowledge a plus Good oral and written communication skills Python or similar programming language (used in ML algorithms) is necessary • ML concepts in an industry context • Validation of theoretical model with real customer data • Enterprise software release & product management experience
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"3872","IDFC First Bank(Mumbai)","Finance and Mgmt","20000","Mumbai","A3, A4, A7, A8, AA, AB, B3, B4,","PROJECT-1: Build Automation framework & develop critical BI reports & dashboard
","PROJECT-1: -
","PROJECT-1: -
",
"5101","iDrive Capital(Bangalore)","","10000","Bangalore","","PROJECT-1: -
","PROJECT-1: -
","PROJECT-1: -
",
"4902","IMarc Services(Noida)","Finance and Mgmt","12000","Noida","Any","PROJECT-1: The interns will be required to assist the content team in developing marketing content across industry sectors and domains which includes the following: • Report Descriptions • Press Releases • Articles • Back Link Content • Emails for Email Promotion and Marketing • Website Content (text content and not website development) • Posting the marketing material on various websites • Link building The interns will be mentored by the members of the Content and SEO teams in developing writing skills. The content generated will be published on the website and shared on different websites to promote our products and services. Pre-Sales: The interns will be required to help in making sales proposals, identifying the scope of the research to be proposed to the customer and help solve pre-sales query with the help of secondary research. Market Research: The interns will be working with the Market Research Analysts on live projects. The projects may involve one, some or all the below activities: • Secondary Research • Primary Research (Email and Telephone) • Qualitative Analysis • Quantitative Analysis • Developing a Procurement Strategy • Forecasting • Financial Analysis • Filling up survey questions • Looking for suppliers and requesting quotations or other information • Making samples • Writing report content The Interns will be mentored by the Market Research Analysts. All interns will be working with the Customer Success Manager who will be assigning the profiles time to time. Required Qualifications and Qualities: • Should be confident and have high level of ownership • Any field of engineering except Computers, IT, Electronics and Telecommunications. • Competency in written and spoken English. • Strong reasoning and analytical skills • Ability to put in long hours and work under pressure • Knowledge of MS Excel and PowerPoint • Good presentation skills. • Knowledge of Power BI and Chemistry will be an added advantage. What to expect at IMARC: • A friendly and open work culture • Clear instructions and guidance • Due to the ongoing COVID Crisis, we will be working from home as of now till the 1st of September 2020. The Interns will be required to report to the office in NOIDA (Delhi NCR) once it opens. What not to expect at IMARC: • Relaxation in timelines • Change in the work assigned. • Change in the mentor assigned • Share the final copy of the report sent to the client/customer. • Extension in work from home once office opens. All rules applicable to employees at IMARC will be applicable to the interns. They will be treated at par with the regular employee of IMARC and the same level of dedication and ownership is expected from them.
","PROJECT-1: -
","PROJECT-1: -
",
"3797","IndiaBuys (Shopero Retail Technologies Pvt. Ltd.),(Hyderabad)","Finance and Mgmt","20000","Hyderabad","A7,","PROJECT-1: Project domain : Software Development Skills: React Native, Android App Development Basic Soft Skills required for managing things in workplace. Prior experience of building an android app in the technologies mentioned above or other similar technologies.? Will understand how real life projects work ? Will get an in depth working proficiency in the technologies mentioned above.
","PROJECT-1: -
","PROJECT-1: -
",
"4865","IndiaBuys - Nontech(Hyderabad)","Finance and Mgmt","15000","Hyderabad","Any","PROJECT-1: Project domain: Business Development & Digital Marketing Skills: Proficiency in photo & video editing softwares Basic Soft Skills required for managing things in workplace. Prior experience of creating and managing content. ? Will understand how real life business development projects at companies work. ? Will get an in depth working proficiency in Digital Marketing and certain aspects of Business Development.
","PROJECT-1: -
","PROJECT-1: -
",
"4939","Indian Electrical & Electronics Manufacturers’ Association(New Delhi)","Electronics","8000","New Delhi","A3,","PROJECT-1: 1. Detailed study of the technical specifications of state & central Utilities regarding prequalification requirements of MV HV SWGR Equipments 2. Identification of list of organisation in MV Switchgear industry other than IEEMA Members 3. Study related to Transformer and LV Switchgear Industry( New Technologies, Gaps in Standards, Market Mapping etc.)
PROJECT-2: 1. Study of Cyber Laws across the globe 2. Deep Dive into Standards and Regulations Pertaining to Cyber Security in Power Sector 3. Study and Analysis of Recent Cyber attacks Recommendations
PROJECT-3: Contribute in successful completion of IEEMA&apos;s first virtual exhibition. Intern is expected to identify new potential exhibitors and position this exhibition as a source of new business opportunity to them
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
",
"5029","Indian Energy Exchange Ltd(Mumbai)","","18000","Mumbai","A7, C6,","PROJECT-1: Microservices are the latest architecture trend and are now being widely adopted in Software Industry. Containerization and Orchestrations of Microservices plays a key role in moving to (from existing Monolithic Application) or creating a new Application. Project domain Software Development
PROJECT-2: Automation testing of Exchange Trading and Clearing & Settlement Applications Project domain Power Trading Skills: Core Java and SQL Team Player Automation Testing course would be added advantage
PROJECT-3: Automation of existing process. Auto Email and schedular for automation of process Project domain Clearing and Settlement Skills: C#, OOPS, Winforms
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
",
