"StationId","Name","Domain","Stipend","Location","Branches","Project Description","Reqd Skill Sets","Reqd Electives",
"426","Flipkart (Software Development)(Bangalore)","IT","","Bangalore","","","","",
"5225","Flipkart (Software Development)(Bangalore)","IT","50000","Bangalore","A7,","PROJECT-1: The Software Engineer&apos;s Intern’s core responsibilities will be to develop object-oriented models and design data structures for new software projects and implement business logic and data models with suitable class design. JD Link: https://drive.google.com/file/d/1WHfoKEUYGJJmPlfoqgTIrkHo65Aq69p5/view?usp=sharing
PROJECT-2: The Software Engineer&apos;s Intern’s core responsibilities will be to develop object-oriented models and design data structures for new software projects and implement business logic and data models with suitable class design. JD Link: https://drive.google.com/file/d/1WHfoKEUYGJJmPlfoqgTIrkHo65Aq69p5/view?usp=sharing Knowledge of coding practices & appropriate technical documentation
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"4970","Flyboat(Hyderabad)","","10000","Hyderabad","","PROJECT-1: Candidate 1: Financial Analyst Discipline - Any but with an expressed interest in Finance (Suitable electives like Fundamentals of Finance, Financial Management) Skillsets for the job - Knowledge on Accounting, Proficiency in Excel and Powerpoint Functions at role - Build financial models, investor presentations and perform market research Gender - Any gender Work type - Complete online (Candidate can work from home, might be expected to travel once for team meeting) Stipend offered - INR 10,0000 Candidate 2: Business Development Analyst Discipline - Any but with an expressed interest in Marketing (Electives related to creative writing, digital marketing, Affiliate Marketing) Skillsets for the job - Proficiency in speaking and writing English, Design skills (MS PowerPoint) Functions at role - Engage in potential client discussions, manage social handles. Build engaging customer campaigns Gender - Preferably Female Work type - Complete online (Candidate can work from home, might be expected to travel once for team meeting) Stipend offered - INR 10,0000
","PROJECT-1: -
","PROJECT-1: -
",
"5122","Founding Years Learning Solutions Pvt. Ltd. (Bangalore)","IT","35000","Bangalore","Any","PROJECT-1: We would like to develop an interface that unifies online customer experience – whether a prospect for the schools or a client Project domain : Web Design. Marketing. Payment Gateways. Live Streaming. Skills: Intermediate level of coding. Knowledge of a CRM is desirable (SalesForce) Expected learning (in bullet points) - Customer experience management - IT interface marketing and ops
","PROJECT-1: -
","PROJECT-1: -
",
"5173","Freight Deck - Non Tech(Bangalore)","Electronics","18000","Bangalore","A3, A4, A8,","PROJECT-1: FreightDeck is a first of its kind multi-enterprise collaborative platform characteristically designed for the global supply chain. The FreightDeck platform connects people and organizations across the supply chain, allowing shippers, logistics service providers and all other stakeholders to digitally transform their workflows with cloud-based software and mobile applications. The technology unifies all systems, internal and external, providing one end-to-end (procure to pay) system for all operations and analytics, while eliminating redundant manual tasks and automating business processes with absolute flexibility. FreightDeck’s customers include some of the world’s largest, fortune 500 companies, fast growth logistics service providers and many brokers large and small all rely on FreightDeck. Working at FreightDeck provides an opportunity to join an early stage, well-backed company focused on disrupting the $200 Billion Indian Domestic logistics industry What will you be doing as intern at FD: We are looking for Analysts to join our growing team, supporting our customers through onboarding and deployment . The Analyst is an energetic customer facing person who will engage, retain and drive our customers’ understanding of existing and new product offerings. This person will work with the broader implementation team, as well as other departments within FreightDeck to assist in the pre and post-sales lifecycle for FreightDeck’s portfolio of customers. Throughout this process serving as a trusted advisor for each customer leveraging the platform. The ideal candidate will be as passionate about our industry and solutions as they are about providing an exceptional experience for every customer. As the voice of the Customer at FreightDeck, we expect our Analysts not only to be active listeners but also strategic thinkers who understand both the company and the customer. Project domain Relationship Management — collaborate on the entire customer lifecycle Implementation Support — on boarding, post-sales support and training Product Enablement — customer evangelist for product enhancements and utilization Skills: Ability to use our web platform and excel Communication, Team Work Expected learning (in bullet points) ? As a early-stage employee, you will be uniquely positioned to learn a lot while solving complex problems and writing software both impactful to our customers and critical to our company’s success. ? Our team sizes are small to encourage impactful contributions from each engineer and to promote meaningful collaboration ? During the course of this internship, you will learn a lot about operations research, the various latest development and engineering paradigms like Scrum/Agile/TDD/BDD/DDD etc.
","PROJECT-1: -
","PROJECT-1: -
",
"5172","Freight Deck - Tech(Bangalore)","IT","46000","Bangalore","A7,Any A7 , Any B4 ,","PROJECT-1: FreightDeck is a first of its kind multi-enterprise collaborative platform characteristically designed for the global supply chain. The FreightDeck platform connects people and organizations across the supply chain, allowing shippers, logistics service providers and all other stakeholders to digitally transform their workflows with cloud-based software and mobile applications. The technology unifies all systems, internal and external, providing one end-to-end (procure to pay) system for all operations and analytics, while eliminating redundant manual tasks and automating business processes with absolute flexibility. FreightDeck’s customers include some of the world’s largest, fortune 500 companies, fast growth logistics service providers and many brokers large and small all rely on FreightDeck. Working at FreightDeck provides an opportunity to join an early stage, well-backed company focused on disrupting the $200 Billion Indian Domestic logistics industry What will you be doing as intern at FD: ? Writing and testing your code, innovating and contributing towards increasing the value delivered by your team. ? Setting a high bar through your design, development, analysis and deployment activities ? Understanding and participating in evolving the architecture of our products. ? Keeping up-to-date with new technologies, best practices, Note: SD – Single Degree; DD – Dual Degree; if organization is looking for one-year Dual Degree interns, the same can be mentioned accordingly as A8 (DD) – 2. The disciplines codes are attached enclosed with this e-mail. and work on optimizing the tooling and automation. Project domain Front end, Back end, open source, web development, data structures, problem solving, design patterns, developer tools Skills: Basic Coding Skills, DSA, Algorithm Design Communication, Team Work Expected learning (in bullet points) ? As a early-stage employee, you will be uniquely positioned to learn a lot while solving complex problems and writing software both impactful to our customers and critical to our company’s success. ? Our team sizes are small to encourage impactful contributions from each engineer and to promote meaningful collaboration ? During the course of this internship, you will learn a lot about web development, operations research, algorithm designing and the various latest development and engineering paradigms like Scrum/Agile/TDD/BDD/DDD etc.
","PROJECT-1: -
","PROJECT-1: -
",
"5252","Frontier Tower Associates Philippines Inc.(Singapore)","","500","Singapore","Any","PROJECT-1: Students will be required to undertake market research (based on primary and secondary sources) as well as participate in the company’s strategic initiatives and M&A related activities. It will not be one large project but a number of small projects working as part of the Strategy & Corporate Finance team Project domain Economics / Finance / Business Administration Skills: Knowledge of corporate finance and MS Excel will be ideal Strong English skills and ability to work in a multi-cultural team (team includes Indians, Americans, Brits, Indonesians, Filipinos, and individuals of other nationalities Any specific courses that student should have taken Minor in Finance (unless a Finance major) Expected learning (in bullet points) Exposure to financial modelling, M&A, market research
","PROJECT-1: -
","PROJECT-1: -
",
"3377","Future First - Financial Market & Research (Non-Quant)(Gurgaon)","Finance and Mgmt","20000","Gurgaon","A1, A2, A4, A7, A8, AA,","PROJECT-1: -
","PROJECT-1: -
","PROJECT-1: -
",
"2950","Futures First Info Services Pvt Ltd(Hyderabad)","Finance and Mgmt","","Hyderabad","B3, C7,","PROJECT-1: -
","PROJECT-1: -
","PROJECT-1: -
",
"5251","Gems Education(Gurgaon)","","","Gurgaon","","PROJECT-1: 
","PROJECT-1: -
","PROJECT-1: -
",
"5215","General Instrument control(Pune)","Electronics","","Pune","Any","PROJECT-1: -
","PROJECT-1: -
","PROJECT-1: -
",
"262","Genpact(Bangalore)","Finance and Mgmt","18000","Bangalore","Any","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"3874","GenY medium(Hyderabad)","Finance and Mgmt","12000","Hyderabad","Any","PROJECT-1: Reporting & Analytics
","PROJECT-1: -
","PROJECT-1: -
",
"5039","Glocol Networks (IOT and AI)(California)","Computer Science","10000","California","","PROJECT-1: This IOT and AI Application for Transportation and Transit Vertical is based around IOT Sensors deployed in Amazon AWS Greengrass and AWS IOT Core and AWS Cloud used as a back-end PS2 Skillset Requirements Mandatory Skill Requirements: ? Python 3 (Libraries: Pandas, CSV, numpy, os, boto3, sys, pyyaml) ? Angular ? React ? Postman (Because of testing in later phases) ? Commonly used ML algorithms (regression, gradient, kNN) ? Apache(for running local server for testing purposes) ? SSH (for ssh-ing to devices for remote access) ? Database Management System (DBMS) (for querying in dynamodb) ? Git (for committing data and collaborating with the team) ? Basic Knowledge of Amazon Web Services (AWS) Greengrass IOT Preferred Skills required for work environment: ? AWS IAM user credentials and security keys. ? AWS IOT Core ? AWS Cli ? AWS DynamoDB ? AWS S3 ? AWS EFS(in case the s3 bucket is changed to have more control over the data accessibility) ? AWS Greengrass ? AWS Lambda(For running functions on local devices in poor network conditions) ? AWS QuickSight ? AWS cloud9 for coding (optional) ? All applicable API’s for above skills so as to integrate them to a user friendly UI. Good Communication Skills Powerpoint Presentation and Report Writing Python, IOT, AI, Data Structures Learn the detailed software development processes and supply chain for AI and IOT for Transportation and Transit Vertical, based around IOT Sensors deployed in Amazon AWS Greengrass and AWS IOT Core and AWS Cloud used as a back-end.
PROJECT-2: Insight-Based Selling is the process of creating and winning sales opportunities, and driving change, with ideas that matter. There are two applications of insight selling: interaction insight and opportunity insight. Learn to apply insight to sales, using data, trends analysis, market research and experience to help sift through all relevant information, diagnose problems, determine business needs and ultimately, create good business opportunities. AI and Internet of Things Software Domain PS2 Skillset Requirements ? Excellent verbal and written communication skills ? Candidate will review data from lead generation to determine and implement sales strategies with representatives ? She will complete market research to determine competition and opportunities for growth ? She will monitor sales performance and align marketing initiatives with high-impact customers ? She will brainstorm and implement digital marketing initiatives with the executive team ? She will work closely with creative teams to generate content, graphics, collateral and promotional materials ? She will participate in Sales Meetings and conduct Cold Calls to communicate and develop sales charter Preferred Skills required for work environment: ? Excellent verbal and written communication skills ? Excellent presentation abilities with executives ? Solid analytical skills and the ability to generate charts and create powerpoint presentations ? Good attention to detail, with the capacity to handle cross-team communication and tasks ? Strong intrapersonal skills ? Familiarity with data analysis and reporting ? Exceptional understanding of sales and marketing ? Ability to learn and understand company business, policies and procedures ? Ability to work under pressure preferred ? Ability to use VoIP Communication Software to communicate internationally Other soft skill competencies required: Good Communication Skills Powerpoint Presentation and Report Writing Any specific courses that student should have taken A good understanding of computer soft skills, Powerpoint Presentation Software Any other requirements She should be able to join Morning and afternoon calls with clients and work on proposals and business development activities. Expected learning (in bullet points) Learn the Insight Sales Process for Sales and Marketing organizations, learn to review data from lead generation systems to implement sales strategies, complete market research to develop opportunities for growth, develop strong communication abilities for presentation
","PROJECT-1: AWS , Fluent understanding of Python , Python , Sound knowledge of Data Structures and Algorithms.
PROJECT-2: Business Communication , Digital Marketing , Marketing , Microsoft Excel and powerpoint , communication skill , Excellent Communication skills , Good Verbal & Written Communication Skills , Strong Communication & Analytical Skills
","PROJECT-1: -
PROJECT-2: -
",
"5115","Godrej Housing Finance(Mumbai)","Finance and Mgmt","20000","Mumbai","Any","PROJECT-1: The project will require setting up the Business Intelligence requirements for Godrej Housing Finance. The incumbent needs to understand the backend data, the mortgage business and design and develop metrics to understand the business health o Create Framework for Assessment in the critical areas such as business performance , Key Risk Indicators , operational efficiency etc o Identify data patterns & trends and provide insights to enhance business decision making capability. Deep Dive on emerging trends for early warning and risk mitigation o Translate data into consumer behavioural insights to drive targeting and segmentation strategies Project domain : Analytics Skills: Should know SQL and excel VBA. Good in communication Would be an added plus to know R / Python Expected learning (in bullet points) • Getting to know Mortgage Business • Develop Analytical Capability of discovery, interpretation, and communication of meaningful patterns in data. • Develop data Structure understanding • Opportunity to interact very closely with Senior Members of the company Management Company
","PROJECT-1: -
","PROJECT-1: -
",
"5296","Goldman Sach - Corporate Treasury Intern(Bangalore)","","120000","Bangalore","Any","PROJECT-1: What we do: Corporate Treasury plays a central role in the firm’s overall strategy with responsibility for providing appropriate funding to support all firmwide activity while maximizing net interest income. The division allocates financial resources, raises funding and capital to support firm activity, and dynamically manages the firm’s asset liability risk and liquidity portfolio. Corporate Treasury actively engages in public markets and with businesses across the firm, investors, ratings agencies and regulators. The division is ideal for collaborative individuals with strong quantitative analysis skills, interest in portfolio management and a risk management mind set. How we’re organized: Corporate Treasury is responsible for financial resource management and asset liability management to facilitate all firm activity at the lowest cost possible. Functional teams within Corporate Treasury focus on resource allocation, funding planning and origination, asset liability management, trading execution, liquidity projections, liquidity policies and platforms, regulatory engagement, and LIBOR transition. The division is run by the Global Treasurer and works closely with the CFO, each of the firm’s businesses, Controllers, Operations, and Investor Relations among other groups at the firm Who we look for: Professionals in Corporate Treasury have an analytical mind set, exhibit intellectual curiosity and are from diverse academic backgrounds. We’re looking for candidates who will thrive in a dynamic environment where multitasking and time management skills are essential. Working in the Corporate Treasury division, you will have exposure to various aspects of the firm, including the Global Markets division and banking initiatives, new business activities, and critical strategic programs. Your Role: • Develop a strong understanding of various aspects of Corporate Treasury. Work with various teams in the department on commercial initiatives around managing liquidity optimally. • Drive various initiatives to accelerate quantitative decision making through high quality data, state of art analytics and creating new or enhanced reporting capabilities • Work in a dynamic, fast-paced environment that provides exposure to all areas of data requirements for Corporate Treasury and interfaces with the firm&apos;s federation and revenue producing divisions including Finance Controllers, Finance, Risk and Securities Division • Create presentations related to your project for discussion with senior management and team Skills and experience we’re looking for (Basic Qualifications): • Strong communication and interpersonal skills • Ability to work on multiple projects with a high attention to detail • Ability to analyze, evaluate and form independent judgments • Ability to interact and build relationships with internal and external stakeholders • Self-starter with good commercial perspective and analytical thinking Additional Preferred Qualifications: • Strong quantitative skills (for example, relevant degree or experience) • Keen interest in Risk Management, Funding, Corporate Finance, Capital Markets
","PROJECT-1: -
","PROJECT-1: -
",
"3447","Goldman Sachs - Investment Banking(Bangalore)","Finance and Mgmt","120000","Bangalore","Any B3 , Any B4 ,","PROJECT-1: The Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations, financial institutions, governments and high-networth individuals. Founded in 1869, the firm is headquartered in New York and maintains offices in all major financial centers around the world. Responsibilities of a Summer Intern The role of an intern is to work within the Investment Banking Division as it provides it’s Clients with advice and services in the areas of Mergers & Acquisitions, Financings and generic strategic advice. The broad range of responsibilities offer the candidates an opportunity to work in and understand Investment Banking closely, with comprehensive training, broad exposure and access to a first class network for career advancement • The intern will work integrally with the global Investment Banking Division • S/he will work on client pitches and live deals being part of a global team Responsibilities will include, but are not limited to: • Analyzing and preparing generic industry, market or specific company overviews • Researching and analyzing specific company financial information and fundamentals • Creation, maintenance, and analysis of basic and advanced financial modeling to build a valuation perspective • Assisting in forming the appropriate structuring of a deal - S/he will interact frequently with bankers in different regions – live and offline - What We Look For Typically we look for people who can display the following personal qualities and attributes: • Team player, positive attitude, highly motivated • Analytical mindset with an eye for details • Excellent oral and written communication skills • Strong interest and aptitude for finance and valuation principles • Ability and dedication to meet strict and aggressive deadlines • Strong interpersonal, entrepreneurial and leadership skills
","PROJECT-1: -
","PROJECT-1: -
",
"5053","Goodera(Bangalore)","","","Bangalore","","PROJECT-1: 1. Excellent Programmers/coders with outstanding problem-solving skills 2. Should have interest in building microservices and software that are cloud native 3. Go-lang and Kubernetes/Docker exposure will be an added advantage.
","PROJECT-1: -
","PROJECT-1: -
",
"3854","Goscale Technologies Pvt. Ltd. - Digital Marketing(Bangalore)","Finance and Mgmt","25000","Bangalore","A1, A2, A3, A4, A7, A8, AA, AB, H149,","PROJECT-1: You’d be helping company setup Marketing operations for an International marketplace Project domain : Digital Marketing Skills: Strong Communication skills Any other requirements: Participations in extra-curricular activities is a plus Expected learning (in bullet points) : Full-stack Marketing
","PROJECT-1: -
","PROJECT-1: -
",
"3800","Goscale Technologies Pvt. Ltd. - IT(Bangalore)","IT","35000","Bangalore","Any A7 , A7,","PROJECT-1: Pulse – A remote OS tool, used to manage and monitor employees’ activity and productivity working remotely Computer Science Skills: OOPs concepts, Data structures and algorithms • Ready to get out of comfort zone • Eagerness to learn new technologies OOPs (good to have but not necessary), DSA(necessary) No • Candidates will have a better understanding of corporate work. • Opportunity to work directly under some of the best engineers. • Timely performance evaluation of all the candidates Frequent brainstorming sessions to keep them updated with latest technologies
","PROJECT-1: OOPS , Sound knowledge of Data Structures and Algorithms.
","PROJECT-1: -
",
"5323","Grab Greco LLP(Bangalore)","","25000","Bangalore","A7, AA, C6,","PROJECT-1: To ensure an optimal and consistent payment experience throughout the app we need a team of people with strong domain knowledge in SEA payments to build the best products, guidelines and components. To build a robust platform which can serve High throughput with Reliability in Transactional Systems for SEA countries. Project domain Technology: Java, J2EE, spring and Hibernate, Kafka Platform: AWS and GCP Skills: Data Structures, Algorithms, Problem Solving, Coding Any specific courses that student should have taken Data Structures, Algorithms, Problem Solving, Coding
","PROJECT-1: -
","PROJECT-1: -
",
"713","Granules India Ltd.(Hyderabad)","Health Care","15000","Hyderabad","A5,","PROJECT-1: -
","PROJECT-1: -
","PROJECT-1: -
",
"445","Grasim Industries Ltd.(Nagda)","Chemical","10000","Nagda","A1,","PROJECT-1: To study the variation in quality of fibre due to pigment quality, jet cleaning, moisture control and other process parameters.
","PROJECT-1: -
","PROJECT-1: -
",
"2811","Grasim Industries, Pulp and Fibre Division(Mumbai)","Chemical","","Mumbai","A1, H101,","PROJECT-1: Energy Optimization, Process Efficiency, Product Quality modelling and optimization using data analytics techniques
","PROJECT-1: -
","PROJECT-1: -
",
"2938","Grasim Polyfiber(Harihar)","Mechanical","5000","Harihar","Any","PROJECT-1: -
","PROJECT-1: -
","PROJECT-1: -
",
"446","Grey Orange Robotics Pvt. Ltd.(New delhi)","Mechanical","20000","New delhi","A7,","PROJECT-1: Data Structure, Algorithm, Software Development
PROJECT-2: Software development Skil: Data structure, Algorithm
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"3833","Groww - Software Development(Bangalore)","IT","61000","Bangalore","A7,","PROJECT-1: Domain- Payments Backend Groww wallet is common instrument through which all investments are made, you will get a chance to integrate banks, PGs and UPI for better customer experience
PROJECT-2: Project Domain- Stocks/Trading (Frontend)
PROJECT-3: Project domain- Infrastructure Get a chance to work on cloud infrastructure like GCP, AWS and Netmagic, Work on Groww production engvironment, own stability, security and scale. Learn about all products and their service, deployment, networking, DB, analytics and other aspects of handling production environments.
PROJECT-4: Domain-Fintech Groww is a tech platform solving finance problems. This project involves interns to be working on understanding user behaviour while using the data tools to draw key insights.
","PROJECT-1: Data Structure , Java , React JS , React Native , Springboot , Excellent Communication skills , Strong sense of Ownership
PROJECT-2: Android Development , Good Verbal & Written Communication Skills , High levels of ownership
PROJECT-3: Cloud , database desgin and implementation , networking , Operating systems , security , Passionate about software development , Strong Team Player,Quick Learner
PROJECT-4: POWER BI , SQl , strong SQL and Excel
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
",
"5267","Haikujam(Mumbai)","","","Mumbai","","PROJECT-1: 
","PROJECT-1: -
","PROJECT-1: -
",
"3400","Harness(Bangalore)","IT","70000","Bangalore","A7,","PROJECT-1: The world runs on software. Yet delivering changes to software remains massively complicated, highly manual, and risk-prone. At Harness, our mission is to simplify the entire software delivery process so that software engineering teams can move fast and ship code effortlessly without the fear of breaking things. That&apos;s why we&apos;re bringing the industry’s first Continuous Delivery-as-a- Service platform to the market. Harness uses a unique machine learning and AI-based approach to continuously verify the performance, quality and security of highly complex software systems, and automates the entire software delivery process. We’re backed with $20M Series-A funding from technologist and entrepreneur Jyoti Bansal, who founded AppDynamics and sold it to Cisco for $3.7 Billion, and from top-tier VC firm Menlo Ventures. POSITION SUMMARY This is an amazing opportunity to be an early engineer in a high-growth, high-potential startup starting their Bangalore R&D center. In this role, you will be responsible for designing, developing and delivering the infrastructure, services and product of Harness platform. As part of Harness platform, you will design and develop solutions to complex problems ranging from deployment automation models for distributed AWS Lambda & Kubernetes/Docker based software, building high user experience product, to machine learning algorithms to analyze various data sources to detect anomalies in software behavior. You will be working with a team of dynamic engineers who take pride in solving complex problems. We&apos;re seeking A players to work with A players. We&apos;re a high-growth company on a once-in-alifetime journey to revolutionize deployment tools & continuous delivery. Be a part of it. About You ? Solid foundation in data structures, algorithms and software design with strong analytical and debugging skills ? Entrepreneurial spirit, priding yourself on getting things done with a high level of quality ? A desire to build products that solve complex technical problems for end users with high quality user experience. ? Comfort in working in short, agile, iterative development cycles ? Strong desire to work in an unstructured, fast moving startup environment ? B Tech degree in CS or equivalent WHAT YOU WILL HAVE AT HARNESS ? Deep understanding of how distributed resilient and scaleable software is built and deployed ? A great team who will fight beside you in the trenches to accomplish your goals ? Experience building a transformative product ? High learning opportunity ? End-to-end ownership of your projects ? Fun work environment
","PROJECT-1: -
","PROJECT-1: -
",
"5169","Havells India Ltd(Noida)","Electronics","30000","Noida","H103, H112,","PROJECT-1: -
","PROJECT-1: -
","PROJECT-1: -
",
"3322","HCL Technologies Ltd (Formerly Geometric Ltd)(Mumbai)","Mechanical","","Mumbai","H142,","PROJECT-1: Primary Skills: a. Having C++/Python/JS experience. b. Good in aptitude, analytical skills and some knowledge of Geometry Secondary Skills: a. MFC b. Geometric algorithm Desired Competencies: a. Should have some experience in C++ development using VC++/MFC/javascript/python. b. Should have worked on Windows platform c. Should have ability to solve geometric problem d. Should have knowledge of SDLC and related processes e. Exp. with product development would be preferred f. Having hands-on in MFC is an added advantage Job Description: This position is for Software Engineer who has C++, experience, person with mechanical/Areo background is preferred.
","PROJECT-1: -
","PROJECT-1: -
",
"3238","HealthCubed - Onsite(Bangalore)","Health Care","","Bangalore","B1,","PROJECT-1: Details awaited
","PROJECT-1: -
","PROJECT-1: -
",
"4858","HealthRx by Bajaj Finserv Health Ltd.(Pune)","IT","","Pune","Any","PROJECT-1: Details awaited
","PROJECT-1: -
","PROJECT-1: -
",
"5024","HelloThinkster(Bangalore)","","","Bangalore","Any","PROJECT-1: Details awaited
","PROJECT-1: -
","PROJECT-1: -
",
"4827","Heraizen Technologies Pvt Ltd(Bangalore)","IT","10000","Bangalore","A1, A2, A3, A4, A7, A8, AA, AB,","PROJECT-1: IT Product (Automation and Analytics Product in EdTech domain).
","PROJECT-1: Anaconda IDE , Angular.js , CSS , HTML , Mongo DB , Python , Python - Numpy , Python - Pandas, Matplotlib, Scikitlearn, Seaborn , Ability to learn fast , Can do attitude , Eager to learn , Good Communication Skills , Interest in Data Science
","PROJECT-1: -
",
"5223","Hertztech solutions pvt ltd(Kancheepuram)","IT","7000","Kancheepuram","A3, A7, A8, AA,","PROJECT-1: Multi-human-in-the-loop monitoring and approval for supply-chain and fulfillment for goods requiring beyond normal human oversight for safety and regulatory purposes Expected Learning: Scalable systems design ? Design of systems to support machine learning workflows ? Micro-services and API integration
","PROJECT-1: -
","PROJECT-1: -
",
"4551","Hertztech Solutions Pvt Ltd (HTS)(Chennai)","Mechanical","7000","Chennai","A3, A7, A8, AA, C6,","PROJECT-1: Multi-human-in-the-loop monitoring and approval for supply-chain and fulfillment for goods requiring beyond normal human oversight for safety and regulatory purposes Project domain Full-stack, App development Expected learning (in bullet points) • Scalable systems design • Design of systems to support machine learning workflows • Micro-services and API integration
","PROJECT-1: -
","PROJECT-1: -
",
"5216","Hetero Drugs(Hyderabad)","Health Care","","Hyderabad","A5,H108,","PROJECT-1: -
","PROJECT-1: -
","PROJECT-1: -
",
"3406","Hevo Technologies India Pvt. Ltd.(Bangalore)","IT","65000","Bangalore","A7, H103,","PROJECT-1: Hevo is a fully distributed massively parallel data integration platform. Interns will be working on expanding and scaling the platform to 1 Trillion records/month. Each one of them will work with one of our senior engineers to build systems using technologies like Java, Kafka, MySQL, Redis among others. Hevo is used by users in more than 30 countries across the world. During the internship, they will learn how to build and deploy mission-critical software at scale, they will also learn to think about design tradeoffs, scalability, redundancy, and stability of software applications. It is a unique opportunity to experience a world-class engineering team building software at breakneck speed. Interns who do well during the internship will be eligible for a PPO post-internship.
","PROJECT-1: computer networks , Data structure and Algorithms , OOPS , Operating systems , communication skill
","PROJECT-1: -
",
"5148","Hindustan Colas Pvt Ltd (Mumbai)","Infrastructure","10000","Mumbai","H130,","PROJECT-1: To evaluate life cycle cost comparison of different binders Project domain : R&D Skills: Experienced with mixture characterization Paper writing Expected learning (in bullet points) - Binder synthesis - Mixture performance characterization - Industrial exposure
","PROJECT-1: -
","PROJECT-1: -
",
"454","Honeywell Automation India Ltd.(Pune)","Electronics","","Pune","H106, H141,","PROJECT-1: -
","PROJECT-1: -
","PROJECT-1: -
",
"5250","Hotstar(Bangalore)","","","Bangalore","","PROJECT-1: 
","PROJECT-1: -
","PROJECT-1: -
",
"455","Hourglass Research(Mumbai)","Electronics","20000","Mumbai","A3, A8,","PROJECT-1: Exposure to various IP related projects such as infringement analysis, landscape analysis, and patentability searches Project DOmain: Electronics, Software, and Generic technologies Skill Required: Telecommunications, Networking, Data Structures & Algorithms, Cloud Computing Other Skills: Good analytical and communication skills Expected Learning: Exposure to latest technological advancements in various fields . Hands on experience in executing client projects . Exposure to various IP related projects
","PROJECT-1: -
","PROJECT-1: -
",
"2615","HSBC(Kolkata)","Finance and Mgmt","","Kolkata","B3, H149,","PROJECT-1: -
","PROJECT-1: -
","PROJECT-1: -
",
"4011","HSBC (WMR/GAC/DATA SCIENTIST)(Bangalore)","Finance and Mgmt","","Bangalore","","PROJECT-1: 
","PROJECT-1: -
","PROJECT-1: -
",
"4010","HSBC Portfolio Management Analytics (PMA)(Bangalore)","Finance and Mgmt","","Bangalore","","PROJECT-1: 
","PROJECT-1: -
","PROJECT-1: -
",
"4009","HSBC Strategic Transaction Group (STG)(Bangalore)","Finance and Mgmt","","Bangalore","","PROJECT-1: 
","PROJECT-1: -
","PROJECT-1: -
",
"4223","i-exceed Technology Solutions(Bangalore)","IT","","Bangalore","","PROJECT-1: Excellent communications skills
","PROJECT-1: -
","PROJECT-1: -
",
"2964","IBM India Software Group(Bangalore)","IT","30000","Bangalore","H103, H112, H123, H124, H140,","PROJECT-1: As Product Engineer, you will be working on cutting edge technologies and modern languages like Go language, Docker, Kubernetes etc. As an intern, you will be working closely with the product development to implement some of the enhancements associated with the product features that includes automation using Ansible scripts and support for OCP. The role requires the intern to be working under the guidance of the product offering management team to work on tools to enable customers migrating their business to cloud platform. You are required to learn and practise agile and new development techniques during this assignment Required Skills: ? Validated Programming knowledge on C, Java or Python ? Proven communication skills, both verbal and digital Preferred Skills: ? Knowledge on Cloud technologies like Docker containers, Kubernetes, Ansible
","PROJECT-1: -
","PROJECT-1: -
",
"5101","iDrive Capital(Bangalore)","Finance and Mgmt","20000","Bangalore","B3, C7,","PROJECT-1: Startup selection, calls with VCs, Deal closures Project domain : Investment Banking, Finance Good communication Any specific courses that student should have taken : Business Analysis and Valuation Expected learning : VC fundraise
PROJECT-2: 
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"4902","IMarc Services(Noida)","Finance and Mgmt","12000","Noida","","PROJECT-1: Preferably from MSc in Chemistry, Mathematics, Economics and Pharma, BE in Chemical, Bsc Pharma. However, students from other disciplines can also be considered. We prefer not to have students from computer science discipline as we do not do any programming or software development work. More details are in Word file, available with PSD.
","PROJECT-1: -
","PROJECT-1: -
",
"5119","IndArka Energy Pvt. Ltd.(Bangalore)","IT","25000","Bangalore","A7,","PROJECT-1: Define a customer facing solution that will excite the customer selecting our solar system. This will involve a combination of online dashboards, proposal tool integration, backend ERP Integration and energy information dashboard3 Project domain : Software Skills: Good in developing web dashboards, Understand and integrate SFDC/Netsuite API’s, 11 Expected learning (in bullet points) • Creation of a complete product solution • Web Application development • Integration into standard ERP tools • UX Development
PROJECT-2: Perform experimental and numerical analysis of the structural stability of the different roof tile installation concepts Project domain : Structures – Renewable Energy Skills: Well versed with structural and fluid mechanics. Experience in setting up experiments and use of sensors like load gauges, and anemometers, etc will be good Good Writing ability Expected learning (in bullet points) • develop mini test set up of different concepts to conduct various mechanical loading experiments. • Perform analytical/ numerical calculations of mounting structures • Thermal management of systems on rooftops
PROJECT-3: DC/DC Power converters for various solar cell configuration and inverters Project domain Power Electronics / Solar Skills: Well versed with Power electronics. Good Writing ability Expected learning (in bullet points) Creation of a complete product solution • DC/DC Power converters • Firmware for Power Electronics • Testing and validation
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
",
